"Date and Time","temp1","temp2"
"09/17/2023 05:27:03 pm","","37.3"
"09/17/2023 05:27:03 pm","23.8",""
"09/17/2023 05:26:53 pm","23.9","37.2"
"09/17/2023 05:26:43 pm","23.8","37.2"
"09/17/2023 05:26:33 pm","23.8","37.2"
"09/17/2023 05:26:23 pm","23.7","37.3"
"09/17/2023 05:26:13 pm","23.7","37.3"
"09/17/2023 05:26:03 pm","23.8","37.4"
"09/17/2023 05:25:53 pm","","37.4"
"09/17/2023 05:25:53 pm","23.7",""
"09/17/2023 05:25:43 pm","","37.5"
"09/17/2023 05:25:43 pm","23.6",""
"09/17/2023 05:25:33 pm","","37.7"
"09/17/2023 05:25:33 pm","23.6",""
"09/17/2023 05:25:23 pm","","37.8"
"09/17/2023 05:25:23 pm","23.7",""
"09/17/2023 05:25:13 pm","23.7","38"
"09/17/2023 05:25:03 pm","23.8","38"
"09/17/2023 05:24:53 pm","23.8","37.9"
"09/17/2023 05:24:42 pm","","37.9"
"09/17/2023 05:24:42 pm","23.7",""
"09/17/2023 05:24:32 pm","","37.9"
"09/17/2023 05:24:32 pm","23.7",""
"09/17/2023 05:24:22 pm","23.6","38"
"09/17/2023 05:24:12 pm","23.7","38"
"09/17/2023 05:24:02 pm","","38"
"09/17/2023 05:24:02 pm","23.7",""
"09/17/2023 05:23:52 pm","","38.1"
"09/17/2023 05:23:52 pm","23.7",""
"09/17/2023 05:23:42 pm","23.7","38.3"
"09/17/2023 05:23:32 pm","23.9","38.5"
"09/17/2023 05:23:22 pm","24.1","38.6"
"09/17/2023 05:23:12 pm","24.3","38.6"
"09/17/2023 05:23:02 pm","24.3","38.7"
"09/17/2023 05:22:52 pm","24.4","38.8"
"09/17/2023 05:22:42 pm","","38.9"
"09/17/2023 05:22:42 pm","24.3",""
"09/17/2023 05:22:32 pm","24.3","39.1"
"09/17/2023 05:22:22 pm","","39.3"
"09/17/2023 05:22:22 pm","24.5",""
"09/17/2023 05:22:12 pm","24.6","39.1"
"09/17/2023 05:22:01 pm","24.7","39.3"
"09/17/2023 05:21:51 pm","24.6","39.2"
"09/17/2023 05:21:41 pm","","39.3"
"09/17/2023 05:21:41 pm","24.6",""
"09/17/2023 05:21:31 pm","24.6","39.3"
"09/17/2023 05:21:21 pm","","39.2"
"09/17/2023 05:21:21 pm","24.7",""
"09/17/2023 05:21:11 pm","24.5","39"
"09/17/2023 05:21:01 pm","24.4","38.9"
"09/17/2023 05:20:51 pm","24.4","39"
"09/17/2023 05:20:41 pm","24.6","39"
"09/17/2023 05:20:31 pm","24.6","39.1"
"09/17/2023 05:20:21 pm","24.6","39.1"
"09/17/2023 05:20:11 pm","","39"
"09/17/2023 05:20:11 pm","24.6",""
"09/17/2023 05:20:01 pm","","39.1"
"09/17/2023 05:20:01 pm","24.5",""
"09/17/2023 05:19:51 pm","","39.1"
"09/17/2023 05:19:51 pm","24.4",""
"09/17/2023 05:19:41 pm","24.3","39.1"
"09/17/2023 05:19:31 pm","","39"
"09/17/2023 05:19:31 pm","24.4",""
"09/17/2023 05:19:21 pm","24","38.8"
"09/17/2023 05:19:10 pm","23.5","38.8"
"09/17/2023 05:19:00 pm","24.3","38.6"
"09/17/2023 05:18:50 pm","24.6","38.4"
"09/17/2023 05:18:43 pm","","38.4"
"09/17/2023 05:18:43 pm","24.4",""
"09/17/2023 05:18:30 pm","24.4","38.5"
"09/17/2023 05:18:20 pm","","38.5"
"09/17/2023 05:18:20 pm","24.3",""
"09/17/2023 05:18:10 pm","24.3","38.6"
"09/17/2023 05:18:00 pm","","38.4"
"09/17/2023 05:18:00 pm","24.3",""
"09/17/2023 05:17:52 pm","","38.4"
"09/17/2023 05:17:52 pm","24.3",""
"09/17/2023 05:17:46 pm","24.3","38.2"
"09/17/2023 05:17:30 pm","24.3","38"
"09/17/2023 05:17:20 pm","","37.9"
"09/17/2023 05:17:20 pm","24",""
"09/17/2023 05:17:10 pm","","37.9"
"09/17/2023 05:17:10 pm","24",""
"09/17/2023 05:17:00 pm","","38"
"09/17/2023 05:17:00 pm","24.2",""
"09/17/2023 05:16:50 pm","","37.9"
"09/17/2023 05:16:50 pm","24.4",""
"09/17/2023 05:16:39 pm","","37.8"
"09/17/2023 05:16:39 pm","24.3",""
"09/17/2023 05:16:29 pm","24.3","37.6"
"09/17/2023 05:16:19 pm","","37.5"
"09/17/2023 05:16:19 pm","24.2",""
"09/17/2023 05:16:09 pm","24.3","37.6"
"09/17/2023 05:15:49 pm","","37.7"
"09/17/2023 05:15:49 pm","23.8",""
"09/17/2023 05:15:39 pm","23.7","37.7"
"09/17/2023 05:15:29 pm","23.6","37.7"
"09/17/2023 05:15:19 pm","","37.7"
"09/17/2023 05:15:19 pm","23.6",""
"09/17/2023 05:15:09 pm","23.7","37.8"
"09/17/2023 05:14:59 pm","23.8","38"
"09/17/2023 05:14:49 pm","","37.9"
"09/17/2023 05:14:49 pm","23.9",""
"09/17/2023 05:14:39 pm","23.7","37.9"
"09/17/2023 05:14:29 pm","","38.1"
"09/17/2023 05:14:29 pm","23.8",""
"09/17/2023 05:14:19 pm","24","38.1"
"09/17/2023 05:14:09 pm","","38.4"
"09/17/2023 05:14:09 pm","24",""
"09/17/2023 05:13:58 pm","","38.5"
"09/17/2023 05:13:58 pm","23.8",""
"09/17/2023 05:13:48 pm","","38.6"
"09/17/2023 05:13:48 pm","23.8",""
"09/17/2023 05:13:38 pm","","38.7"
"09/17/2023 05:13:38 pm","24",""
"09/17/2023 05:13:28 pm","24.3","38.8"
"09/17/2023 05:13:18 pm","","38.9"
"09/17/2023 05:13:18 pm","24.3",""
"09/17/2023 05:13:08 pm","24.5","39.2"
"09/17/2023 05:12:58 pm","","39.3"
"09/17/2023 05:12:58 pm","24.8",""
"09/17/2023 05:12:48 pm","24.8","39.4"
"09/17/2023 05:12:38 pm","","39.3"
"09/17/2023 05:12:38 pm","24.9",""
"09/17/2023 05:12:28 pm","24.7","39.1"
"09/17/2023 05:12:18 pm","24.5","39"
"09/17/2023 05:12:08 pm","24.5","39"
"09/17/2023 05:11:58 pm","24.5","39"
"09/17/2023 05:11:48 pm","24.4","38.9"
"09/17/2023 05:11:38 pm","24.3","38.8"
"09/17/2023 05:11:28 pm","","38.8"
"09/17/2023 05:11:28 pm","24.1",""
"09/17/2023 05:11:18 pm","","24.1"
"09/17/2023 05:11:18 pm","24.3",""
"09/17/2023 05:11:07 pm","","39.2"
"09/17/2023 05:11:07 pm","24.3",""
"09/17/2023 05:10:57 pm","24.3","39.4"
"09/17/2023 05:10:47 pm","","39.5"
"09/17/2023 05:10:47 pm","24.5",""
"09/17/2023 05:10:37 pm","24.6","39.5"
"09/17/2023 05:10:27 pm","","39.5"
"09/17/2023 05:10:27 pm","24.6",""
"09/17/2023 05:10:17 pm","24.7","39.4"
"09/17/2023 05:10:07 pm","","39.5"
"09/17/2023 05:10:07 pm","24.7",""
"09/17/2023 05:09:57 pm","","39.5"
"09/17/2023 05:09:57 pm","24.8",""
"09/17/2023 05:09:47 pm","24.7","39.5"
"09/17/2023 05:09:37 pm","","39.5"
"09/17/2023 05:09:37 pm","24.5",""
"09/17/2023 05:09:27 pm","","39.4"
"09/17/2023 05:09:27 pm","24.6",""
"09/17/2023 05:09:17 pm","24.6","39.3"
"09/17/2023 05:09:07 pm","24.7","39.2"
"09/17/2023 05:08:57 pm","","39.2"
"09/17/2023 05:08:57 pm","24.4",""
"09/17/2023 05:08:47 pm","","39.1"
"09/17/2023 05:08:47 pm","24.6",""
"09/17/2023 05:08:37 pm","24.4","39.2"
"09/17/2023 05:08:26 pm","","39.6"
"09/17/2023 05:08:26 pm","24.5",""
"09/17/2023 05:08:16 pm","24.6","39.6"
"09/17/2023 05:08:06 pm","24.6","39.5"
"09/17/2023 05:07:56 pm","24.7","39.6"
"09/17/2023 05:07:46 pm","24.9","39.7"
"09/17/2023 05:07:36 pm","24.9","39.8"
"09/17/2023 05:07:26 pm","","39.7"
"09/17/2023 05:07:26 pm","25",""
"09/17/2023 05:07:16 pm","24.8","39.8"
"09/17/2023 05:07:06 pm","24.7","39.9"
"09/17/2023 05:06:56 pm","","40.1"
"09/17/2023 05:06:56 pm","24.7",""
"09/17/2023 05:06:46 pm","","40"
"09/17/2023 05:06:46 pm","24.8",""
"09/17/2023 05:06:36 pm","24.8","39.9"
"09/17/2023 05:06:26 pm","24.9","39.8"
"09/17/2023 05:06:16 pm","","39.9"
"09/17/2023 05:06:16 pm","24.8",""
"09/17/2023 05:06:06 pm","24.7","39.9"
"09/17/2023 05:05:56 pm","","39.8"
"09/17/2023 05:05:56 pm","24.5",""
"09/17/2023 05:05:45 pm","","39.8"
"09/17/2023 05:05:45 pm","24.5",""
"09/17/2023 05:05:35 pm","","40"
"09/17/2023 05:05:35 pm","24.5",""
"09/17/2023 05:05:25 pm","","40.1"
"09/17/2023 05:05:25 pm","24.8",""
"09/17/2023 05:05:15 pm","25","40.1"
"09/17/2023 05:05:05 pm","24.8","40.2"
"09/17/2023 05:04:55 pm","","40.3"
"09/17/2023 05:04:55 pm","24.9",""
"09/17/2023 05:04:45 pm","25.2","40.4"
"09/17/2023 05:04:35 pm","25","40.5"
"09/17/2023 05:04:25 pm","24.9","40.6"
"09/17/2023 05:04:15 pm","25","40.7"
"09/17/2023 05:04:05 pm","","40.6"
"09/17/2023 05:04:05 pm","25.1",""
"09/17/2023 05:03:55 pm","25","40.7"
"09/17/2023 05:03:45 pm","","40.9"
"09/17/2023 05:03:45 pm","25.2",""
"09/17/2023 05:03:35 pm","25.6","41.1"
"09/17/2023 05:03:25 pm","","41.3"
"09/17/2023 05:03:25 pm","25.6",""
"09/17/2023 05:03:15 pm","","41.3"
"09/17/2023 05:03:15 pm","25.9",""
"09/17/2023 05:03:05 pm","25.9","41.3"
"09/17/2023 05:02:54 pm","","41.4"
"09/17/2023 05:02:54 pm","25.9",""
"09/17/2023 05:02:44 pm","","41.3"
"09/17/2023 05:02:44 pm","25.7",""
"09/17/2023 05:02:34 pm","25.7","41.2"
"09/17/2023 05:02:24 pm","","41.1"
"09/17/2023 05:02:24 pm","25.6",""
"09/17/2023 05:02:14 pm","","41"
"09/17/2023 05:02:14 pm","25.5",""
"09/17/2023 05:02:04 pm","25.3","41"
"09/17/2023 05:01:54 pm","","41"
"09/17/2023 05:01:54 pm","25.4",""
"09/17/2023 05:01:44 pm","25.5","41"
"09/17/2023 05:01:34 pm","25.6","41"
"09/17/2023 05:01:24 pm","25.6","40.9"
"09/17/2023 05:01:14 pm","","40.9"
"09/17/2023 05:01:14 pm","25.5",""
"09/17/2023 05:01:04 pm","25.6","41"
"09/17/2023 05:00:54 pm","25.5","41"
"09/17/2023 05:00:44 pm","25.4","41"
"09/17/2023 05:00:34 pm","25.3","41.1"
"09/17/2023 05:00:23 pm","","41"
"09/17/2023 05:00:23 pm","25.2",""
"09/17/2023 05:00:13 pm","25.2","41.1"
"09/17/2023 05:00:03 pm","25.3","41.3"
"09/17/2023 04:59:53 pm","25.5","41.3"
"09/17/2023 04:59:43 pm","","41.4"
"09/17/2023 04:59:43 pm","25.6",""
"09/17/2023 04:59:33 pm","25.6","41.4"
"09/17/2023 04:59:23 pm","25.6","41.4"
"09/17/2023 04:59:13 pm","25.9","41.5"
"09/17/2023 04:59:03 pm","","41.5"
"09/17/2023 04:59:03 pm","25.8",""
"09/17/2023 04:58:53 pm","","41.5"
"09/17/2023 04:58:53 pm","25.7",""
"09/17/2023 04:58:43 pm","","41.7"
"09/17/2023 04:58:43 pm","25.6",""
"09/17/2023 04:58:33 pm","","41.7"
"09/17/2023 04:58:33 pm","25.7",""
"09/17/2023 04:58:23 pm","","41.7"
"09/17/2023 04:58:23 pm","25.7",""
"09/17/2023 04:58:13 pm","25.6","41.7"
"09/17/2023 04:58:03 pm","","41.8"
"09/17/2023 04:58:03 pm","25.4",""
"09/17/2023 04:57:53 pm","","41.9"
"09/17/2023 04:57:53 pm","25.4",""
"09/17/2023 04:57:42 pm","25.5","41.8"
"09/17/2023 04:57:32 pm","25.5","41.7"
"09/17/2023 04:57:22 pm","","41.7"
"09/17/2023 04:57:22 pm","25.4",""
"09/17/2023 04:57:12 pm","","41.8"
"09/17/2023 04:57:12 pm","25.4",""
"09/17/2023 04:57:02 pm","","41.9"
"09/17/2023 04:57:02 pm","25.7",""
"09/17/2023 04:56:52 pm","","41.8"
"09/17/2023 04:56:52 pm","25.9",""
"09/17/2023 04:56:42 pm","26","41.8"
"09/17/2023 04:56:32 pm","","41.7"
"09/17/2023 04:56:32 pm","26.1",""
"09/17/2023 04:56:22 pm","","41.7"
"09/17/2023 04:56:22 pm","26.1",""
"09/17/2023 04:56:12 pm","","41.6"
"09/17/2023 04:56:12 pm","26.1",""
"09/17/2023 04:56:02 pm","26","41.4"
"09/17/2023 04:55:52 pm","25.8","41.4"
"09/17/2023 04:55:42 pm","","41.2"
"09/17/2023 04:55:42 pm","26",""
"09/17/2023 04:55:32 pm","","41.2"
"09/17/2023 04:55:32 pm","25.9",""
"09/17/2023 04:55:22 pm","25.9","40.9"
"09/17/2023 04:55:12 pm","","41.1"
"09/17/2023 04:55:12 pm","25.8",""
"09/17/2023 04:55:01 pm","","41.1"
"09/17/2023 04:55:01 pm","25.9",""
"09/17/2023 04:54:51 pm","25.9","41"
"09/17/2023 04:54:41 pm","","40.9"
"09/17/2023 04:54:41 pm","25.9",""
"09/17/2023 04:54:31 pm","26","40.9"
"09/17/2023 04:54:21 pm","26","40.8"
"09/17/2023 04:54:11 pm","26.4","40.9"
"09/17/2023 04:54:01 pm","","41"
"09/17/2023 04:54:01 pm","26.3",""
"09/17/2023 04:53:51 pm","26.4","41.2"
"09/17/2023 04:53:41 pm","","41.1"
"09/17/2023 04:53:41 pm","26.6",""
"09/17/2023 04:53:31 pm","","41"
"09/17/2023 04:53:31 pm","26.5",""
"09/17/2023 04:53:21 pm","26.4","41"
"09/17/2023 04:53:11 pm","","41"
"09/17/2023 04:53:11 pm","26.7",""
"09/17/2023 04:53:01 pm","","40.8"
"09/17/2023 04:53:01 pm","26.6",""
"09/17/2023 04:52:51 pm","26.3","40.5"
"09/17/2023 04:52:41 pm","26","40.5"
"09/17/2023 04:52:30 pm","","40.6"
"09/17/2023 04:52:30 pm","25.4",""
"09/17/2023 04:52:20 pm","","40.5"
"09/17/2023 04:52:20 pm","25.4",""
"09/17/2023 04:52:10 pm","","40.4"
"09/17/2023 04:52:10 pm","25.4",""
"09/17/2023 04:52:00 pm","25.5","40.1"
"09/17/2023 04:51:50 pm","25.3","39.8"
"09/17/2023 04:51:40 pm","","39.6"
"09/17/2023 04:51:40 pm","25.1",""
"09/17/2023 04:51:30 pm","25","39.5"
"09/17/2023 04:51:20 pm","","39.4"
"09/17/2023 04:51:20 pm","25",""
"09/17/2023 04:51:10 pm","25","39.4"
"09/17/2023 04:51:00 pm","25.1","39.5"
"09/17/2023 04:50:50 pm","","39.6"
"09/17/2023 04:50:50 pm","24.9",""
"09/17/2023 04:50:40 pm","24.8","39.7"
"09/17/2023 04:50:30 pm","24.6","39.8"
"09/17/2023 04:50:20 pm","","39.9"
"09/17/2023 04:50:20 pm","24.7",""
"09/17/2023 04:50:10 pm","24.5","39.9"
"09/17/2023 04:50:00 pm","24.6","40"
"09/17/2023 04:49:49 pm","","40"
"09/17/2023 04:49:49 pm","24.6",""
"09/17/2023 04:49:39 pm","","39.9"
"09/17/2023 04:49:39 pm","24.6",""
"09/17/2023 04:49:29 pm","","40"
"09/17/2023 04:49:29 pm","24.7",""
"09/17/2023 04:49:19 pm","24.5","39.9"
"09/17/2023 04:49:09 pm","24.3","39.9"
"09/17/2023 04:48:59 pm","","40"
"09/17/2023 04:48:59 pm","24.4",""
"09/17/2023 04:48:49 pm","24.6","39.9"
"09/17/2023 04:48:39 pm","24.6","40.1"
"09/17/2023 04:48:29 pm","","40.2"
"09/17/2023 04:48:29 pm","24.6",""
"09/17/2023 04:48:19 pm","","40.2"
"09/17/2023 04:48:19 pm","24.7",""
"09/17/2023 04:48:09 pm","24.8","40.3"
"09/17/2023 04:47:59 pm","24.9","40.5"
"09/17/2023 04:47:49 pm","24.8","40.5"
"09/17/2023 04:47:39 pm","24.9","40.4"
"09/17/2023 04:47:19 pm","","40.9"
"09/17/2023 04:47:19 pm","25",""
"09/17/2023 04:47:09 pm","25.3","41.1"
"09/17/2023 04:46:58 pm","","41.2"
"09/17/2023 04:46:58 pm","25.4",""
"09/17/2023 04:46:48 pm","","41.3"
"09/17/2023 04:46:48 pm","25.4",""
"09/17/2023 04:46:38 pm","","41.7"
"09/17/2023 04:46:38 pm","25.3",""
"09/17/2023 04:46:28 pm","25.2","42.1"
"09/17/2023 04:46:18 pm","","42.5"
"09/17/2023 04:46:18 pm","25.7",""
"09/17/2023 04:46:08 pm","26.3","42.9"
"09/17/2023 04:45:58 pm","26.6","43.1"
"09/17/2023 04:45:48 pm","","43.3"
"09/17/2023 04:45:48 pm","26.7",""
"09/17/2023 04:45:38 pm","26.6","43.2"
"09/17/2023 04:45:28 pm","26.6","43.2"
"09/17/2023 04:45:18 pm","","43.1"
"09/17/2023 04:45:18 pm","26.5",""
"09/17/2023 04:45:08 pm","26.5","43.1"
"09/17/2023 04:44:58 pm","","43.1"
"09/17/2023 04:44:58 pm","26.5",""
"09/17/2023 04:44:48 pm","26.4","43.5"
"09/17/2023 04:44:38 pm","","43.3"
"09/17/2023 04:44:38 pm","26.4",""
"09/17/2023 04:44:28 pm","","26.6"
"09/17/2023 04:44:28 pm","26.6",""
"09/17/2023 04:44:17 pm","","44"
"09/17/2023 04:44:17 pm","26.7",""
"09/17/2023 04:44:07 pm","26.6","43.9"
"09/17/2023 04:43:57 pm","26.6","43.8"
"09/17/2023 04:43:47 pm","26.5","43.9"
"09/17/2023 04:43:37 pm","26.4","43.9"
"09/17/2023 04:43:27 pm","26.4","44"
"09/17/2023 04:43:17 pm","","44.2"
"09/17/2023 04:43:17 pm","26.6",""
"09/17/2023 04:43:07 pm","26.7","44.3"
"09/17/2023 04:42:57 pm","26.9","44.3"
"09/17/2023 04:42:47 pm","26.9","44.4"
"09/17/2023 04:42:37 pm","","44.5"
"09/17/2023 04:42:37 pm","27",""
"09/17/2023 04:42:27 pm","","44.4"
"09/17/2023 04:42:27 pm","27.2",""
"09/17/2023 04:42:17 pm","27","44.7"
"09/17/2023 04:42:07 pm","27.1","44.7"
"09/17/2023 04:41:57 pm","","44.7"
"09/17/2023 04:41:57 pm","26.9",""
"09/17/2023 04:41:47 pm","","44.5"
"09/17/2023 04:41:47 pm","26.7",""
"09/17/2023 04:41:36 pm","26.4","44.3"
"09/17/2023 04:41:26 pm","","44"
"09/17/2023 04:41:26 pm","26.2",""
"09/17/2023 04:41:16 pm","26","43.7"
"09/17/2023 04:41:06 pm","25.8","43.6"
"09/17/2023 04:40:56 pm","","43.4"
"09/17/2023 04:40:56 pm","25.6",""
"09/17/2023 04:40:46 pm","25.5","43.5"
"09/17/2023 04:40:36 pm","","43.6"
"09/17/2023 04:40:36 pm","25.4",""
"09/17/2023 04:40:26 pm","25.5","43.8"
"09/17/2023 04:40:16 pm","","43.9"
"09/17/2023 04:40:16 pm","25.7",""
"09/17/2023 04:40:06 pm","25.9","44.1"
"09/17/2023 04:39:56 pm","","44.2"
"09/17/2023 04:39:56 pm","26",""
"09/17/2023 04:39:46 pm","26.1","44.4"
"09/17/2023 04:39:36 pm","","44.6"
"09/17/2023 04:39:36 pm","26.3",""
"09/17/2023 04:39:26 pm","26.7","44.7"
"09/17/2023 04:39:16 pm","","44.8"
"09/17/2023 04:39:16 pm","27.1",""
"09/17/2023 04:39:06 pm","","44.9"
"09/17/2023 04:39:06 pm","27.5",""
"09/17/2023 04:38:55 pm","","44.9"
"09/17/2023 04:38:55 pm","27.6",""
"09/17/2023 04:38:45 pm","27.5","45"
"09/17/2023 04:38:35 pm","27.5","44.9"
"09/17/2023 04:38:25 pm","","44.9"
"09/17/2023 04:38:25 pm","27.3",""
"09/17/2023 04:38:15 pm","","44.7"
"09/17/2023 04:38:15 pm","27.1",""
"09/17/2023 04:38:05 pm","","44.7"
"09/17/2023 04:38:05 pm","26.9",""
"09/17/2023 04:37:55 pm","","44.7"
"09/17/2023 04:37:55 pm","27",""
"09/17/2023 04:37:45 pm","26.9","44.7"
"09/17/2023 04:37:35 pm","26.7","44.8"
"09/17/2023 04:37:25 pm","26.8","44.7"
"09/17/2023 04:37:15 pm","26.7","44.7"
"09/17/2023 04:37:05 pm","","44.8"
"09/17/2023 04:37:05 pm","26.5",""
"09/17/2023 04:36:55 pm","","44.7"
"09/17/2023 04:36:55 pm","26.4",""
"09/17/2023 04:36:45 pm","","44.6"
"09/17/2023 04:36:45 pm","26.4",""
"09/17/2023 04:36:35 pm","","44.7"
"09/17/2023 04:36:35 pm","26.4",""
"09/17/2023 04:36:25 pm","","44.7"
"09/17/2023 04:36:25 pm","26.7",""
"09/17/2023 04:36:14 pm","26.7","44.8"
"09/17/2023 04:36:04 pm","26.6","44.8"
"09/17/2023 04:35:54 pm","","45"
"09/17/2023 04:35:54 pm","26.4",""
"09/17/2023 04:35:44 pm","26.5","45"
"09/17/2023 04:35:34 pm","","45.1"
"09/17/2023 04:35:34 pm","26.5",""
"09/17/2023 04:35:24 pm","26.5","45.1"
"09/17/2023 04:35:14 pm","","45.3"
"09/17/2023 04:35:14 pm","26.7",""
"09/17/2023 04:35:04 pm","26.9","45.3"
"09/17/2023 04:34:54 pm","27","45.3"
"09/17/2023 04:34:44 pm","26.9","45.4"
"09/17/2023 04:34:34 pm","","45.7"
"09/17/2023 04:34:34 pm","27.3",""
"09/17/2023 04:34:24 pm","27.7","45.9"
"09/17/2023 04:34:14 pm","","46"
"09/17/2023 04:34:14 pm","28",""
"09/17/2023 04:34:04 pm","27.8","46.1"
"09/17/2023 04:33:54 pm","","46"
"09/17/2023 04:33:54 pm","27.8",""
"09/17/2023 04:33:44 pm","","45.9"
"09/17/2023 04:33:44 pm","27.7",""
"09/17/2023 04:33:34 pm","27.9","45.8"
"09/17/2023 04:33:23 pm","27.6","45.6"
"09/17/2023 04:33:13 pm","27.3","45.6"
"09/17/2023 04:33:03 pm","","45.2"
"09/17/2023 04:33:03 pm","27.2",""
"09/17/2023 04:32:53 pm","","44.9"
"09/17/2023 04:32:53 pm","26.9",""
"09/17/2023 04:32:43 pm","26.7","44.8"
"09/17/2023 04:32:33 pm","","44.7"
"09/17/2023 04:32:33 pm","26.6",""
"09/17/2023 04:32:23 pm","26.4","44.7"
"09/17/2023 04:32:13 pm","","44.6"
"09/17/2023 04:32:13 pm","26.2",""
"09/17/2023 04:32:03 pm","","44.6"
"09/17/2023 04:32:03 pm","26.3",""
"09/17/2023 04:31:53 pm","26.1","44.4"
"09/17/2023 04:31:43 pm","25.9","44.2"
"09/17/2023 04:31:33 pm","","43.9"
"09/17/2023 04:31:33 pm","25.9",""
"09/17/2023 04:31:23 pm","","43.7"
"09/17/2023 04:31:23 pm","25.7",""
"09/17/2023 04:31:13 pm","25.5","43.7"
"09/17/2023 04:31:03 pm","","43.7"
"09/17/2023 04:31:03 pm","25.6",""
"09/17/2023 04:30:52 pm","25.6","43.7"
"09/17/2023 04:30:42 pm","25.7","43.9"
"09/17/2023 04:30:32 pm","25.8","44.1"
"09/17/2023 04:30:22 pm","26.1","44.3"
"09/17/2023 04:30:12 pm","","44.2"
"09/17/2023 04:30:12 pm","26.2",""
"09/17/2023 04:30:02 pm","26.1","44.2"
"09/17/2023 04:29:52 pm","","44.4"
"09/17/2023 04:29:52 pm","26.3",""
"09/17/2023 04:29:42 pm","26.4","44.5"
"09/17/2023 04:29:32 pm","26.4","44.6"
"09/17/2023 04:29:22 pm","26.4","44.7"
"09/17/2023 04:29:12 pm","26.4","44.9"
"09/17/2023 04:29:02 pm","26.4","45.3"
"09/17/2023 04:28:52 pm","","45.6"
"09/17/2023 04:28:52 pm","26.7",""
"09/17/2023 04:28:42 pm","27","45.8"
"09/17/2023 04:28:32 pm","27","45.5"
"09/17/2023 04:28:21 pm","","45.6"
"09/17/2023 04:28:21 pm","26.9",""
"09/17/2023 04:28:11 pm","26.9","45.5"
"09/17/2023 04:28:01 pm","","45.6"
"09/17/2023 04:28:01 pm","26.8",""
"09/17/2023 04:27:51 pm","26.8","45.8"
"09/17/2023 04:27:41 pm","","46"
"09/17/2023 04:27:41 pm","26.8",""
"09/17/2023 04:27:31 pm","27","46.1"
"09/17/2023 04:27:21 pm","","46.3"
"09/17/2023 04:27:21 pm","27.1",""
"09/17/2023 04:27:11 pm","27.4","46.1"
"09/17/2023 04:27:01 pm","","45.8"
"09/17/2023 04:27:01 pm","27.7",""
"09/17/2023 04:26:51 pm","","45.8"
"09/17/2023 04:26:51 pm","27.5",""
"09/17/2023 04:26:41 pm","","45.7"
"09/17/2023 04:26:41 pm","27.1",""
"09/17/2023 04:26:31 pm","","45.5"
"09/17/2023 04:26:31 pm","27",""
"09/17/2023 04:26:21 pm","","45.4"
"09/17/2023 04:26:21 pm","26.6",""
"09/17/2023 04:26:11 pm","","45.3"
"09/17/2023 04:26:11 pm","26.4",""
"09/17/2023 04:26:01 pm","26.3","45.4"
"09/17/2023 04:25:51 pm","","45.5"
"09/17/2023 04:25:51 pm","26.3",""
"09/17/2023 04:25:41 pm","","45.7"
"09/17/2023 04:25:41 pm","26.4",""
"09/17/2023 04:25:30 pm","","45.5"
"09/17/2023 04:25:30 pm","25.9",""
"09/17/2023 04:25:20 pm","26.1","45.3"
"09/17/2023 04:25:10 pm","26","45.5"
"09/17/2023 04:25:00 pm","","45.6"
"09/17/2023 04:25:00 pm","26.1",""
"09/17/2023 04:24:50 pm","26.5","45.8"
"09/17/2023 04:24:40 pm","26.5","46"
"09/17/2023 04:24:30 pm","26.7","46.2"
"09/17/2023 04:24:20 pm","26.8","46.3"
"09/17/2023 04:24:10 pm","26.6","46.4"
"09/17/2023 04:24:00 pm","26.7","46.7"
"09/17/2023 04:23:50 pm","26.9","47.1"
"09/17/2023 04:23:40 pm","27.6","47.6"
"09/17/2023 04:23:30 pm","28.2","47.8"
"09/17/2023 04:23:20 pm","28.5","47.8"
"09/17/2023 04:23:10 pm","","47.6"
"09/17/2023 04:23:10 pm","28.5",""
"09/17/2023 04:23:00 pm","","47.6"
"09/17/2023 04:23:00 pm","28.4",""
"09/17/2023 04:22:50 pm","","47.7"
"09/17/2023 04:22:50 pm","28.2",""
"09/17/2023 04:22:44 pm","28.2","47.6"
"09/17/2023 04:22:29 pm","","47.4"
"09/17/2023 04:22:29 pm","28.1",""
"09/17/2023 04:22:20 pm","","47.2"
"09/17/2023 04:22:20 pm","28",""
"09/17/2023 04:22:14 pm","27.7","47.2"
"09/17/2023 04:21:59 pm","27.4","47.2"
"09/17/2023 04:21:50 pm","27.7","47.4"
"09/17/2023 04:21:44 pm","28.2","47.5"
"09/17/2023 04:21:29 pm","28.7","47.5"
"09/17/2023 04:21:20 pm","","47.3"
"09/17/2023 04:21:20 pm","28.8",""
"09/17/2023 04:21:14 pm","","47.4"
"09/17/2023 04:21:14 pm","28.8",""
"09/17/2023 04:20:59 pm","","47.5"
"09/17/2023 04:20:59 pm","28.7",""
"09/17/2023 04:20:50 pm","28.6","47.3"
"09/17/2023 04:20:44 pm","","47.4"
"09/17/2023 04:20:44 pm","28.6",""
"09/17/2023 04:20:29 pm","28.6","47.3"
"09/17/2023 04:20:20 pm","28.5","47"
"09/17/2023 04:20:14 pm","28.3","47"
"09/17/2023 04:19:58 pm","28","47"
"09/17/2023 04:19:50 pm","27.8","46.8"
"09/17/2023 04:19:44 pm","","46.7"
"09/17/2023 04:19:44 pm","27.6",""
"09/17/2023 04:19:28 pm","","46.7"
"09/17/2023 04:19:28 pm","27.4",""
